concept	facet	property	facet_property	cluster_label
hunting regulations	enforcement	citizen reports	enforcement: citizen reports	805
environmental standard	enforcement	government regulation	enforcement: government regulation	805
environmental law	enforcement	enforcement agencies	enforcement: enforcement agencies	805
pollution control measures	enforcement	enforcement agencies	enforcement: enforcement agencies	805
environmental policy	enforcement	enforcement agencies	enforcement: enforcement agencies	805
environmental standard	enforcement	government	enforcement: government	805
hunting regulations	enforcement	laws	enforcement: laws	805
pollution control	enforcement	laws	enforcement: laws	805
environmental standard	enforcement	laws	enforcement: laws	805
environmental policy	enforcement	laws	enforcement: laws	805
pollution control measures	enforcement	laws	enforcement: laws	805
hunting regulations	enforcement	law enforcement	enforcement: law enforcement	805
environmental standard	enforcement	public	enforcement: public	805
arctic ocean	ice coverage	permafrost	ice coverage: permafrost	806
frigid zone	climate	permafrost	climate: permafrost	806
polar region	climate	permafrost	climate: permafrost	806
arctic ocean	climate	permafrost	climate: permafrost	806
arctic	climate	permafrost	climate: permafrost	806
arctic	geography	permafrost	geography: permafrost	806
frigid zone	geography	permafrost	geography: permafrost	806
arctic	environment	permafrost	environment: permafrost	806
frigid zone	features	permafrost	features: permafrost	806
arctic	impact	permafrost thawing	impact: permafrost thawing	806
arctic ocean	characteristics	permafrost	characteristics: permafrost	806
frigid zone	characteristics	permafrost	characteristics: permafrost	806
frigid zone	region	permafrost	region: permafrost	806
arctic	region	permafrost	region: permafrost	806
arctic ocean	seasonal changes	permafrost	seasonal changes: permafrost	806
noise level	environment	workplace	environment: workplace	807
management of resources	environment	business	environment: business	807
management of resources	environment	personal	environment: personal	807
decontamination	environment	medical	environment: medical	807
decontamination	environment	military	environment: military	807
stagnant water	environment	bath	environment: bath	807
frigid zone	habitat	reindeer	habitat: reindeer	808
arctic	ecology	reindeer	ecology: reindeer	808
arctic ocean	ecological significance	reindeer	ecological significance: reindeer	808
frigid zone	habitats	reindeer	habitats: reindeer	808
arctic ocean	animals	reindeer	animals: reindeer	808
arctic	life	reindeer	life: reindeer	808
arctic	environment	reindeer	environment: reindeer	808
frigid zone	wildlife	reindeer	wildlife: reindeer	808
arctic	wildlife	reindeer	wildlife: reindeer	808
arctic	ecosystem	reindeer	ecosystem: reindeer	808
arctic ocean	life	arctic foxes	life: arctic foxes	809
polar region	ecology	arctic foxes	ecology: arctic foxes	809
arctic ocean	animals	arctic foxes	animals: arctic foxes	809
arctic	life	arctic foxes	life: arctic foxes	809
arctic	environment	arctic foxes	environment: arctic foxes	809
arctic	ecology	arctic foxes	ecology: arctic foxes	809
polar region	wildlife	arctic foxes	wildlife: arctic foxes	809
arctic	wildlife	arctic foxes	wildlife: arctic foxes	809
arctic ocean	wildlife	arctic foxes	wildlife: arctic foxes	809
frigid zone	habitats	arctic foxes	habitats: arctic foxes	809
frigid zone	habitat	arctic foxes	habitat: arctic foxes	809
frigid zone	wildlife	arctic foxes	wildlife: arctic foxes	809
corrosion	environment	seawater	environment: seawater	810
estuary	location	brackish water	location: brackish water	810
biotope	environment	freshwater	environment: freshwater	810
littoral	environment	freshwater	environment: freshwater	810
littoral	ecology	brackish water	ecology: brackish water	810
stagnant water	environment	standing water	environment: standing water	810
littoral	environment	brackish water	environment: brackish water	810
sea	types	brackish water	types: brackish water	810
water resources	types	brackish water	types: brackish water	810
littoral	environment	brackish	environment: brackish	810
geophysical environment	component	atmosphere	component: atmosphere	811
corrosion	environment	atmosphere	environment: atmosphere	811
geophysical environment	components	atmosphere	components: atmosphere	811
terrestrial ecosystem	components	atmosphere	components: atmosphere	811
biosphere	components	atmosphere	components: atmosphere	811
environment	components	atmosphere	components: atmosphere	811
noise protection	environment	aircraft	environment: aircraft	811
physical environment	components	atmosphere	components: atmosphere	811
environmental standard	focus	air	focus: air	811
environment	science	atmosphere	science: atmosphere	811
biosphere	scope	atmosphere	scope: atmosphere	811
corrosion	environment	acid	environment: acid	811
climate	components	atmosphere	components: atmosphere	811
natural resources	source	atmosphere	source: atmosphere	811
noise level	environment	natural	environment: natural	811
freshwater	source	atmosphere	source: atmosphere	811
non-recoverable waste	source	atmosphere	source: atmosphere	811
physical environment	natural	atmosphere	natural: atmosphere	811
climate	natural	atmosphere	natural: atmosphere	811
biotope	environment	natural	environment: natural	811
climate	natural aspect	atmosphere	natural aspect: atmosphere	811
noise	environment	natural	environment: natural	811
disaster area	environment	debris	environment: debris	811
mountain	environment	ecosystem	environment: ecosystem	811
caspian sea	environment	ecosystem	environment: ecosystem	811
geophysical environment	atmosphere	air	atmosphere: air	811
water resources	source	atmosphere	source: atmosphere	811
biotope	environment	artificial	environment: artificial	811
desert	environment	hot	environment: hot	812
desert	environment	rocky	environment: rocky	812
desert	environment	sand	environment: sand	812
plain	environment	savannah	environment: savannah	812
stagnant water	environment	swamp	environment: swamp	812
stagnant water	environment	river	environment: river	812
stagnant water	environment	pond	environment: pond	812
stagnant water	environment	lake	environment: lake	812
stagnant water	location	swamp	location: swamp	812
stagnant water	environment	marsh	environment: marsh	812
inshore grounds	characteristics	coastal erosion	characteristics: coastal erosion	813
ligurian sea	characteristics	coastal erosion	characteristics: coastal erosion	813
irish sea	geography	coastal erosion	geography: coastal erosion	813
aegean sea	environment	coastal erosion	environment: coastal erosion	813
english channel	environment	coastal erosion	environment: coastal erosion	813
