concept	facet	property	facet_property	cluster_label
dumping of waste	consequences	ecological damage	consequences: ecological damage	294
pollution from agricultural sources	consequences	ecological damage	consequences: ecological damage	294
waste	consequences	ecological damage	consequences: ecological damage	294
pollution from land-based sources	consequences	ecological damage	consequences: ecological damage	294
marine pollution	consequences	ecological damage	consequences: ecological damage	294
unauthorised dumping	consequences	ecological damage	consequences: ecological damage	294
water pollution	consequences	ecological damage	consequences: ecological damage	294
thermal pollution	consequences	ecological damage	consequences: ecological damage	294
global warming	consequences	ecological damage	consequences: ecological damage	294
local pollution	consequences	ecological damage	consequences: ecological damage	294
organic pollution	consequences	ecological damage	consequences: ecological damage	294
man-made disaster	consequences	health risks	consequences: health risks	295
electronic waste	consequences	health risks	consequences: health risks	295
industrial pollution	consequences	health risks	consequences: health risks	295
waste management	consequences	health risks	consequences: health risks	295
unauthorised dumping	consequences	health risks	consequences: health risks	295
waste	consequences	health risks	consequences: health risks	295
environmental liability	consequences	health risks	consequences: health risks	295
waste disposal	consequences	health risks	consequences: health risks	295
organic pollution	consequences	health risks	consequences: health risks	295
non-recoverable waste	consequences	health risks	consequences: health risks	295
pollution from ships	consequences	health risks	consequences: health risks	295
atmospheric pollution	consequences	health risks	consequences: health risks	295
local pollution	consequences	health risks	consequences: health risks	295
accidental pollution	consequences	health risks	consequences: health risks	295
radioactive pollution	consequences	health risks	consequences: health risks	295
pollution control	consequences	health risks	consequences: health risks	295
soil pollution	consequences	health risks to humans and animals	consequences: health risks to humans and animals	295
used oil	hazards	health risk	hazards: health risk	295
thermal discharge	hazard	health	hazard: health	295
stagnant water	health risk	danger	health risk: danger	295
wastewater	impact	public health risk	impact: public health risk	295
soil pollution	consequences	health risks	consequences: health risks	295
coastal pollution	consequences	health risks	consequences: health risks	295
thermal pollution	impact	human health risks	impact: human health risks	295
dumping of waste	consequences	health risks	consequences: health risks	295
organic pollution	effects	human health risks	effects: human health risks	295
industrial waste	impact	public health risk	impact: public health risk	295
environmental liability	effects	human health risks	effects: human health risks	295
pollution from land-based sources	effects	human health risks	effects: human health risks	295
exploitation of the seas	effects	human health risks	effects: human health risks	295
pollution from ships	effects	human health risks	effects: human health risks	295
electronic waste	effects	human health risks	effects: human health risks	295
stratospheric pollutant	effects	human health risks	effects: human health risks	295
water pollution	effects	human health risks	effects: human health risks	295
marine pollution	effects	human health risks	effects: human health risks	295
water pollution	consequences	health risks	consequences: health risks	295
coastal pollution	effects	human health risks	effects: human health risks	295
accidental pollution	impact	human health risks	impact: human health risks	295
pollution from ships	impact	human health risks	impact: human health risks	295
water pollution	effect	health risks for humans	effect: health risks for humans	295
marine pollution	effects	health risks to humans	effects: health risks to humans	295
polluted area	effects	health risks to humans	effects: health risks to humans	295
stagnant water	health risk	potential	health risk: potential	295
radioactive waste	hazards	cancer risk	hazards: cancer risk	295
used oil	hazards	health	hazards: health	295
stratospheric pollution	concern	human health risk	concern: human health risk	295
radioactive effluent	consequences	health risks	consequences: health risks	295
