|concept|facet_property|cluster_label
6986|commercial shipping|regulations: customs tariffs|187
6987|cabotage|regulations: tariffs|187
6988|commercial shipping|regulations: tariffs|187
6989|cabotage|related concepts: tariffs|187
6990|port city|revenue source: tariffs|187
6991|river port|revenue source: tariffs|187
6992|transportation company|revenue source: tariffs|187
6993|cabotage|related concepts: tariff|187
6994|head end car|type: specialized car|188
6995|spine car|category: type of car|188
6996|outfit car|size: sedan|188
6997|passenger car|size: sedan|188
6998|outfit car|type: sports car|188
6999|full size van|type: family car|188
7000|minivan|type: family car|188
7001|cab car|type: automobile|188
7002|full size van|type: automobile|188
7003|outfit car|type: automobile|188
7004|spine car|type: automobile|188
7005|outfit car|model: corolla|188
7006|spine car|features: open-top cars|188
7007|outfit car|model: sedan|188
7008|dining car|type: car|188
7009|land vehicle|type: car|188
7010|mode of transit|type: car|188
7011|outfit car|type: car|188
7012|railway vehicle|type: car|188
7013|road vehicle|type: car|188
7014|rolling stock|type: car|188
7015|spine car|type: car|188
7016|transportation device|type: car|188
7017|vehicle registration|type: car|188
7018|head end car|type: engine car|188
7019|freight car|types: open top car|188
7020|scale test car|type: model car|188
7021|deck cargo|type: cars|188
7022|full size van|category: automobile|188
7023|outfit car|category: automobile|188
7024|passenger car|category: automobile|188
7025|sport utility vehicle|category: automobile|188
7026|scale test car|design: smaller than regular cars|188
7027|scale test car|types: smaller cars|188
7028|outfit car|type: sedan|188
7029|passenger car|type: sedan|188
7030|outfit car|model: camry|188
7031|cab car|type: limousine|188
7032|sport utility vehicle|category: luxury vehicle|188
7033|minivan|types: honda odyssey|188
7034|cab car|type: private car|188
7035|minivan|types: chrysler town & country|188
7036|freight car|design: open-top car|188
7037|deck cargo|types: cars|188
7038|minivan|types: toyota sienna|188
7039|passenger car|type: coupe|188
7040|land vehicle|category: car|188
7041|outfit car|category: car|188
7042|road vehicle|category: car|188
7043|minivan|category: family car|188
7044|sport utility vehicle|category: family car|188
7045|spine car|category: sports car|188
7046|spine car|category: luxury car|188
7047|spine car|type: luxury car|188
7048|spine car|type: type of car|188
7049|spine car|type: high-performance car|188
7050|tractor trailer|type: trailer truck|189
7051|commercial carrier|vehicle: truck|189
7052|moving violation|vehicle: truck|189
7053|road transportation system|vehicle: truck|189
7054|transportation system|vehicle: truck|189
7055|truck tractor|features: large cab|189
7056|fire engine|vehicle type: red truck|189
7057|fire engine|vehicle type: large truck|189
7058|tractor trailer|vehicle type: large truck|189
7059|truck tractor|type: farm tractor|189
7060|light truck|similar to: pickup truck|189
7061|truck tractor|types: semi-truck|189
7062|tractor trailer|type: long-haul truck|189
7063|fire engine|type: red truck|189
7064|light truck|type: pickup truck|189
7065|tractor trailer|vehicle type: semi-truck|189
7066|intermodal transportation|modes: truck|189
7067|light truck|types: pickup truck|189
7068|port crane|type: truck-mounted|189
7069|light truck|category: pickup truck|189
7070|truck tractor|type: tractor-trailer|189
7071|intermodal transportation|mode: truck|189
7072|road transportation system|mode: truck|189
7073|light truck|vehicle type: pickup truck|189
7074|fire engine|vehicle type: truck|189
7075|transportation system|vehicle type: truck|189
7076|vehicle crew|vehicle type: truck|189
7077|sport utility vehicle|body style: truck|189
7078|head end car|characteristics: has a cab|189
7079|outfit car|model: truck|189
7080|light truck|classification: light-duty truck|189
7081|light truck|classification: medium-duty truck|189
7082|tractor trailer|type: semi-trailer truck|189
7083|truck tractor|type: semi-trailer truck|189
7084|tractor trailer|vehicle type: semi-trailer|189
7085|truck tractor|vehicle type: semi-trailer|189
7086|light truck|weight: lighter than regular truck|189
7087|tractor trailer|type: large truck|189
7088|truck tractor|type: large truck|189
7089|light truck|type: pick-up truck|189
7090|vehicle crew|type of vehicle: truck|189
7091|tractor trailer|type: semi-truck|189
7092|truck tractor|type: semi-truck|189
7093|truck trailer|type: semi-truck|189
7094|land vehicle|category: truck|189
7095|light truck|category: truck|189
7096|road vehicle|category: truck|189
7097|contract carrier|type: truck|189
7098|intermodal transportation|type: truck|189
7099|land vehicle|type: truck|189
7100|outfit car|type: truck|189
7101|passenger car|type: truck|189
7102|road vehicle|type: truck|189
7103|transportation company|type: truck|189
7104|transportation device|type: truck|189
7105|vehicle registration|type: truck|189
7106|truck tractor|design: cab-over-engine|189
7107|ship register|useful for: customs and border control|190
7108|ship register|used for: customs|190
7109|bill of lading|associated with: customs agency|190
7110|ship agent|function: handles customs clearance|190
7111|cargo manifest|useful for: customs clearance|190
7112|cargo manifest|used by: customs officials|190
7113|bill of lading|used by: customs|190
7114|cargo manifest|used by: customs authorities|190
7115|cargo manifest|generated by: customs officer|190
7116|cargo manifest|used by: customs agencies|190
7117|cargo manifest|used by: customs authority|190
7118|bill of lading|received by: customs|190
7119|bill of lading|generated by: customs authority|190
7120|deck cargo|regulations: subject to customs regulations|190
7121|bill of lading|use: for customs clearance|190
7122|government organization|purpose: regulate industries|191
7123|common carrier|regulation: held accountable|191
7124|government organization|purpose: regulating industries|191
7125|navigation light|purpose: regulatory|191
7126|government organization|purpose: regulating economy|191
7127|cabotage|purpose: regulating trade|191
7128|transportation authority|powers: levy taxes|191
7129|government organization|purpose: regulate economy|191
7130|government organization|function: regulate industries|191
7131|cabotage|purpose: to regulate|191
7132|cabotage|purpose: to regulate trade|191
7133|deepwater port|economic significance: tax generator|192
7134|port city|economic significance: tax generator|192
7135|government organization|funding: taxes|192
7136|government organization|funding: loans|192
7137|local transit system|funding source: taxes|192
7138|department of transportation|funding source: taxation|192
7139|government organization|funding: tax revenue|192
7140|railroad company|revenue streams: government subsidies|192
7141|government organization|budget: tax revenue|192
7142|government organization|funding: grants|192
7143|government organization|funding: taxation|192
7144|railroad company|revenue source: government subsidies|192
7145|river port|revenue source: taxes|192
7146|regulatory process|inputs: public policy|193
7147|government organization|influence: public awareness|193
7148|government organization|influence: regulatory power|193
7149|government organization|influence: policy making|193
7150|port embargo|purpose: influence|193
7151|trade embargo|purpose: influence|193
7152|regulatory process|influencing factors: lobbying|193
7153|port embargo|consequences: influence politics|193
7154|government organization|influence: national|193
7155|cargo manifest|typically includes: goods description|194
7156|relational attribute|example: product description|194
7157|cargo manifest|contains information about: goods description|194
7158|bill of lading|content: description of goods|194
7159|cargo manifest|content: description of goods|194
7160|bill of lading|content: contains details of goods|194
7161|bill of lading|required information: goods description|194
7162|bill of lading|content: describing goods|194
7163|bill of lading|content: lists goods|194
7164|internal attribute|purpose: to describe|194
7165|relational attribute|purpose: to describe|194
7166|bill of lading|content: goods description|194
7167|bill of lading|content: list of goods|194
7168|cargo manifest|content: list of goods|194
7169|bill of lading|content: listing goods|194
7170|bill of lading|content: describes goods|194
7171|bill of lading|content: includes terms and conditions|194
7172|bill of lading|content: details of goods|194
7173|bill of lading|purpose: describes goods|194
7174|bill of lading|contents: goods description|194
7175|bill of lading|contents: description of goods|194
7176|cargo manifest|contents: description of goods|194
7177|bill of lading|elements: goods description|194
7178|bill of lading|content: weight of goods|195
7179|cargo manifest|contents: item quantity|195
7180|bill of lading|content: value of goods|195
7181|cargo manifest|content: specifying quantity|195
7182|cargo manifest|content: quantity and weight|195
7183|bill of lading|contents: quantity of goods|195
7184|cargo manifest|contents: quantity of goods|195
7185|bill of lading|content: quantity of goods|195
7186|cargo manifest|content: specifying quantities|195
7187|bill of lading|content: weight and volume of goods|195
7188|bill of lading|content: number of goods|195
7189|cargo manifest|elements: shipping details|196
7190|bill of lading|contents: shipping information|196
7191|ship register|contents: imo number|196
7192|bill of lading|content: specifies shipping route|196
7193|bill of lading|content: shipping terms|196
7194|bill of lading|contents: shipping details|196
7195|bill of lading|contents: includes shipping terms|196
7196|bill of lading|content: shipping information|196
7197|cargo manifest|elements: shipping date|196
7198|bill of lading|content: shipping details|196
7199|cargo manifest|information: shipment details|196
7200|bill of lading|elements: shipper's details|196
7201|bill of lading|content: contains details of shipment|196
