	0	1
15143	safety features: crossings	954
15144	infrastructure: buildings	2047
15145	location: highway intersection	1295
15146	equipment: cockpit	2363
15147	equipment: control yoke	2108
15148	personnel: co-pilot	790
15149	safety feature: emergency exits	1318
15150	safety feature: fire suppression system	2721
15151	safety feature: oxygen masks	1319
15152	regulation: aviation rules	2578
15153	regulation: air traffic control	2578
15154	regulation: flight regulations	2578
15155	design: multi-section	551
15156	found in: trackside	2982
15157	type: transport vehicle	2505
15158	purpose: long-distance transportation	2071
15159	features: long trailer	1409
15160	features: tractor engine	1518
15161	operated by: drivers	376
15162	found in: highways	3043
15163	found in: warehouses	2611
15164	found in: freight yards	2982
15165	purpose: roster	2405
15166	purpose: team	3120
15167	purpose: workforce	786
15168	type: nautical	503
15169	type: theatrical	1320
15170	usage: reference	2344
15171	source: official	2219
15172	source: online database	26
15173	characteristics: waterproof	2437
15174	used for: carrying passengers	464
15175	used for: storing equipment	15
15176	found on: ocean	1321
15177	found on: sea	1321
15178	found on: lake	1324
15179	divided into: compartments	993
15180	divided into: sections	2290
15181	divided into: bays	686
15182	technology: phased array	35
15183	application: naval	1421
15184	uses: air traffic control	887
15185	uses: target detection	1322
15186	similar technology: sonar	1323
15187	similar technology: lidar	418
15188	origin: world war ii	566
15189	origin: military	2484
15190	origin: research	154
15191	height: visible from distance	1729
15192	responsibility: air traffic control	1304
15193	responsibility: ensuring safe takeoff and landing	766
15194	staff: radar operators	1090
15195	visibility: high above ground	2951
15196	visibility: visible from far away	84
15197	used in: ocean	1321
15198	used in: lake	1324
15199	used in: river	1311
15200	type: package	807
15201	type: mail	2063
15202	responsibilities: moving goods	420
15203	responsibilities: delivering packages	1618
15204	responsibilities: providing shipping services	114
15205	requirements: licensing	54
15206	requirements: equipment	463
15207	examples: dhl	470
15208	services offered: ground shipping	917
15209	services offered: air shipping	1991
15210	services offered: sea shipping	1443
15211	regulations: federal regulations	900
15212	type: general	1207
15213	category: primary	1206
15214	category: secondary	1206
15215	category: tertiary	1206
15216	operations: limited	1913
15217	used for: repairing ships	801
15218	direction: coming towards	1255
15219	direction: approaching	1255
15220	mode: on foot	1576
15221	state: nervous	48
15222	configuration: interconnected tracks	1325
15223	operation: electrified	2758
15224	operation: non-electrified	2758
15225	location: mountainous areas	1332
15226	type: boats	50
15227	type: ferries	2679
15228	type: canals	1371
15229	mode: riverine	3005
15230	mode: canal-based	3005
15231	mode: lake-based	265
15232	mode: estuary-based	3005
15233	used for: moving cargo	1632
15234	used for: environmental conservation	2166
15235	operated by: private companies	1001
15236	operated by: non-profit organizations	2663
15237	operated by: municipalities	1387
15238	operated by: indigenous communities	45
15239	responsibility: liable for goods	2895
15240	responsibility: responsible for safety	1028
15241	examples: greyhound	1425
15242	definition: placing application code	2147
15243	types: oci	470
15244	disadvantages: added complexity	2342
15245	used for: deploying web applications	430
15246	used for: building microservices	429
15247	used for: running databases	2925
15248	related concepts: cloud computing	1212
15249	related concepts: devops	1693
15250	use: moving heavy loads	1326
15251	commonly found in: rail yards	2982
15252	commonly found in: freight stations	2982
15253	type: gadget	417
15254	function: powering	1327
15255	function: heating	1098
15256	function: cooling	804
15257	uses: powering industries	737
15258	examples: diesel	1411
15259	examples: jet fuel	62
15260	examples: plastic	2388
15261	purpose: transporting ore	436
15262	features: holds large quantities	2046
15263	features: has cargo holds	2022
15264	operation: operates in open waters	2151
15265	operation: requires skilled crew	1038
15266	used for: resource extraction	2862
15267	construction: built in shipyard	2176
15268	construction: engineered for heavy loads	964
15269	properties: has a size	1386
15270	examples: a deck of cards	2779
15271	examples: a collection of books	1328
15272	examples: a group of people	1849
15273	used in: mathematics	2813
15274	used in: computer science	2588
15275	used in: data analysis	1188
15276	type: anchored	123
15277	security: moored	2051
15278	security: anchored	2122
15279	responsibilities: road safety	2906
15280	responsibilities: vehicle registration	3132
15281	structure: government agency	1702
15282	structure: private company	1830
15283	structure: non-profit organization	1315
15284	activities: planning infrastructure	676
15285	activities: enforcing traffic laws	1428
15286	activities: providing public services	2414
15287	purpose: transporting products	1200
15288	method: loading	880
15289	method: unloading	881
15290	method: warehousing	2646
15291	responsibility: company	1620
15292	responsibility: worker	1419
15293	responsibility: inspector	440
15294	used for: exporting	2508
15295	used for: importing	2508
15296	type: cubic	2586
15297	common applications: measuring oil	2898
15298	common applications: measuring chemicals	2599
15299	related concepts: area	1329
15300	related concepts: length	1105
15301	related concepts: mass	1851
15302	conversion: can be converted to	3100
15303	conversion: requires conversion to	3100
15304	control: dependent on wind	91
15305	control: manual control	706
15306	uses: soaring	1845
15307	uses: recreation	87
15308	uses: competition	444
15309	construction: wooden	2091
15310	construction: composite	38
15311	operation: no fuel	3164
15312	operation: no noise	41
15313	operation: dependent on lift	2528
15314	features: specific goals	1275
15315	features: clear objectives	1275
15316	features: measurable outcomes	2161
15317	scope: professional	2226
15318	scope: social	2227
15319	mechanisms: planning	288
15320	mechanisms: decision-making	2080
15321	mechanisms: execution	2010
15322	consequences: success	1107
15323	consequences: failure	734
15324	consequences: impact	2461
15325	function: connecting places	2790
15326	used for: freight transportation	4
15327	located at: yard	2716
15328	purpose: transporting containers	1200
15329	purpose: ferrying goods	1200
15330	characteristics: partially filled	3044
15331	characteristics: not fully loaded	1034
15332	size: dependent on cargo	301
15333	used for: reducing costs	445
15334	compared to: other types of ships	10
15335	purpose: oversight	349
15336	purpose: enforcement	1110
15337	purpose: standard setting	2727
15338	involvement: private sector	1706
15339	tools: laws	1109
15340	tools: regulations	900
15341	tools: standards	1216
15342	tools: audits	2967
15343	output: licensing	672
15344	output: certification	3073
15345	function: maintaining public safety	80
15346	physical form: pole	2134
15347	physical form: box	1383
15348	physical form: display	1494
15349	placement: intersections	548
15350	placement: roundabouts	988
15351	regulation: traffic rules	1330
15352	regulation: driver safety	2037
15353	regulation: pedestrian safety	1330
15354	types: stop light	1808
15355	types: pedestrian crossing	954
15356	duration: fixed time	1502
15357	duration: variable time	1502
15358	duration: temporary signal	1667
15359	purpose: walkway	2732
15360	purpose: observation	2530
15361	location: on top of a ship	1825
15362	location: on a dock	3093
15363	structure: sloped	2327
15364	features: staircases	727
15365	function: serving as a platform	639
15366	function: supporting cargo	2674
15367	engine: propeller	205
15368	engine: small engine	1932
15369	flight characteristics: slow speed	1219
15370	flight characteristics: low altitude	1219
15371	used for: small cargo transport	1901
15372	history: experimental	2978
15373	dimension: square	1331
15374	dimension: cubic	2586
15375	geographic scope: local	2215
15376	geographic scope: national	2215
15377	geographic scope: global	2215
15378	feature: mountainous	1332
15379	feature: flat	1436
15380	feature: forested	2418
15381	usage: agricultural	2417
15382	importance: ecological	248
15383	purpose: maintaining public order	80
15384	location: event scene	3000
15385	activity: flying	1845
15386	activity: launching	157
15387	activity: departing	451
15388	associated with: military operations	872
15389	required for: reaching altitude	984
15390	required for: achieving orbit	1917
15391	required for: flying to destination	1626
15392	definition: process of finding way	2080
15393	definition: determining route	1628
15394	methods: asking for directions	1987
15395	uses: exploration	98
15396	uses: orientation	1627
15397	principles: triangulation	986
15398	importance: crucial for exploration	2313
15399	importance: vital for orientation	3107
15400	category: family car	188
15401	seating capacity: 7-8 people	3016
15402	purpose: soccer teams	1064
15403	driving characteristics: smooth ride	2701
15404	driving characteristics: easy handling	2701
15405	popularity: among families	2988
15406	popularity: in suburban areas	2146
15407	alternative names: people mover	1629
15408	alternative names: multifamily vehicle	1123
